 name	ra	dec	gal_b2	gal_l2	hard_hs	hard_hm	hard_ms	var_inter_prob_b	var_inter_sigma_b	var_intra_prob_b	var_inter_index_b	kp_intra_prob_b	var_intra_index_b	h-csc	b-csc	m-csc	s-csc	u-csc	0p3_8_csc	FUV	NUV	u-sdss	g-sdss	r-sdss	i-sdss	z-sdss	W1	W2	W3	W4	4.5 microns (IRAC)	8.0 microns (IRAC)	24 microns (MIPS)	J	H	K	3.6 microns (IRAC)	5.8 microns (IRAC)	G	Bp	Rp	B-R	G-J	G-W2	Bp-H	Bp-W3	Rp-K	J-H	J-W1	W1-W2
2CXO J003516.1-432451	J00:35:16.1	-43:24:51	0.895886508958531	8.70140770905977	2.975	4.28750000000002	3.65000000000001	1.1130541068753	0.000428650697789731	2.62042691758589	0	8.18344631254084	0	3.46697566345817E-10	0.00798744404279542	0.00463146678113947	0.00826839015359519	0.00887938050527484	0.00512833823641399	0.538111924504736	0.596275870818428	5.51118439041909	3.89164295840985	6.39163987138264	7.73705212061376	8.21779021060108	8.16750892484584	7.49112131093065	7.99154334038055	0.534123565792585	8.9101416820491E-05	0.0012471967671699	0.00147116233881865	7.46558108621344	6.66272916272916	2.79277453523562	3.29153835528361E-05	0.00021340469223931	8.51640708780374	7.82061054167485	8.22793656927474	2.17761889629026	0	4.13380897653821	0	4.19343599207788	3.70669768069152	3.04448848493133	3.7702847761571	5.74135338345865
2CXO J032754.1+023342	J03:27:54.1	02:33:42	2.64806979498606	5.02702771261378	8.36875000000002	7.55000000000003	6.24375000000002	9.9962193171999	0.0264799726754141	0.870185360725401	10	6.39096945693208	0	4.01539268681826E-09	0.119398567647645	0.00644604557638076	0.0503688509320434	0.255711919937304	0.0477606104010611	0.538111924504736	0.596275870818428	5.51118439041909	3.89164295840985	6.39163987138264	7.73705212061376	8.21779021060108	5.20260559135797	5.05140293671727	6.10617805966643	0.491715458982205	0.00156119046480584	0.00722984809686396	0.000437847633213571	7.59589821496392	7.61812511812512	2.1683149589278	5.18730753354136E-05	0.00193259120885889	9.19292368894832	6.85718602059591	6.69486927209597	3.47158136104469	8.35684692264833	7.84416245855868	4.45980701921021	4.58584630512502	4.99558016845145	4.04291669514112	5.32192544884343	5.21854636591479
2CXO J105416.4+512326	J10:54:16.4	51:23:26	8.19185688291587	4.3679607310888	4.56875	6.0875	3.51875000000002	10	0	6.88785536314203	6.25	7.34412748035487	2	4.822720882981E-07	0.033789631339842	0.0128281739312029	0.0276496471741895	0.050620653431776	0.0164027597900276	0.538111924504736	0.596275870818428	5.80294577376556	8.37621435435835	6.04990353697749	7.59850261220124	7.90158421868885	7.74977977653114	6.7097966728281	6.80784590086916	0.558669026853093	2.07316768320924E-05	0.000124233291562688	0.000437847633213571	7.46558108621344	6.66272916272916	1.92215196714224	5.18730753354136E-05	3.61497636959499E-05	8.0899275264893	7.45844540560475	7.72237793449697	2.50459008797299	0	4.44661157764263	0	4.69236459568499	0	3.04448848493133	3.7702847761571	6.72380952380952
2CXO J100213.3+023351	J10:02:13.3	02:33:51	7.38035547876931	6.57693720857103	3.65000000000001	4.725	3.94374999999999	8.1053605285133	0.00187786447764947	6.1143211572186	6.25	6.33493279347052	1	2.03434266031436E-08	0.00346843643523602	0.00189574208084503	0.00390246819102114	0.00419557005180244	0.00385407928932252	0.538111924504736	0.596275870818428	7.91090034240845	9.37110478890929	8.27652733118971	8.93002591632729	9.4009537199426	8.66822754879689	7.86849155745706	7.82217524077989	0.553795767430861	5.60589181543127E-05	0.00051166661774125	8.17036253364801E-07	7.46558108621344	6.66272916272916	1.92215196714224	2.80906768173619E-05	0.000106030387030536	7.98957012810836	7.40263591978097	4.78475704703958	2.04603094112176	0	0	0	0	0	3.04448848493133	3.7702847761571	5.91328320802005
2CXO J105655.6-034030	J10:56:55.6	-03:40:30	7.7119842871003	7.12788606185075	3.4625	5.5	3.02499999999999	10	0	1.869912351658	6.25	9.90954455007466	0	1.46761484652577E-08	0.0151480925691525	0.00586054712533844	0.0108692447650111	0.0217734560474552	0.00967134839560965	0.538111924504736	0.596275870818428	5.51118439041909	3.89164295840985	6.39163987138264	7.73705212061376	8.21779021060108	8.39491863322361	7.79496978130387	7.55673009161381	0.546557543877251	5.11898355037137E-05	0.000360709072023355	0.001010391025171	7.46558108621344	6.66272916272916	1.92215196714224	4.07990146068153E-05	8.53902418944416E-05	7.98957012810836	7.40263591978097	4.78475704703958	2.04603094112176	0	0	0	0	0	3.04448848493133	3.7702847761571	5.49974937343358
2CXO J145125.9+580840	J14:51:25.9	58:08:40	7.93258141237217	2.70000342333915	2.94375	4.5375	3.34375	10	0	0.814082974572689	6.25	2.09455908251367	0	2.79214732298869E-07	0.0309231466136456	0.0204549474741894	0.0268499787658332	0.0298655580083348	0.0186742648696254	7.73707629323804	8.21217194735395	5.18893681972338	8.30095055044387	5.85093247588425	7.47451561150191	7.9061933819373	7.88724558393991	6.71166587052691	6.98191214470284	0.557056551308972	2.07316768320924E-05	0.000124233291562688	0.000437847633213571	7.46558108621344	6.66272916272916	1.92215196714224	5.18730753354136E-05	3.61497636959499E-05	8.15765428678924	7.48871193384295	7.82338861486222	2.34482478752049	0	4.53666509640801	0	4.59507129155441	0	3.04448848493133	3.7702847761571	7.01654135338345
2CXO J104808.2+591914	J10:48:08.2	59:19:14	7.87027410927377	4.10388394882494	0	0	0	9.3342633213104	0.000266674033514783	4.63340933282066	7.5	1.44422465742613	0	1.55927437936209E-08	0.00437911209588386	0.00105097780032393	0.00146056625542234	0.00977956023892865	0.00112550306565927	0.538111924504736	0.596275870818428	8.03149831244465	9.30806778499862	8.26688102893891	8.69595623020281	9.00178278955836	9.24451759469609	8.3264449936655	8.05003523608175	0.553419523137232	2.13240909286892E-05	8.20847449929648E-05	0.00024479872626143	7.46558108621344	6.66272916272916	1.92215196714224	1.77424265387675E-05	2.8844438554507E-05	7.98957012810836	7.40263591978097	4.78475704703958	2.04603094112176	0	0	0	0	0	3.04448848493133	3.7702847761571	6.05413533834586
2CXO J214832.2+044215	J21:48:32.2	04:42:15	3.00818091555082	1.7112452980059	3.70624999999998	6.01249999999998	2.825	10	0	0.881206150858341	6.25	3.81587796746023	0	5.46066853371084E-08	0.0939447813326034	0.0380329169028515	0.0546057557610759	0.137623225575193	0.0549629435802738	7.96659785587899	7.7302976189332	5.51118439041909	3.89164295840985	6.39163987138264	7.73705212061376	8.21779021060108	6.60647225184292	5.51911773868616	5.71317829457364	0.469427463683467	2.07316768320924E-05	0.000124233291562688	0.000437847633213571	8.5344663881504	8.55414855414855	2.45683365758755	5.18730753354136E-05	3.61497636959499E-05	7.28711805733457	6.68264339571967	6.97630347732439	2.44568025873786	3.60786756379557	4.71518636108062	3.07152862358193	4.69499111931898	3.68751316417148	4.03744960021869	5.29561575214161	7.12531328320802
2CXO J173550.2+535307	J17:35:50.2	53:53:07	6.81507996811432	2.26403409885797	5.0375	6.21250000000003	3.83749999999997	10	0	4.63573037638386	6.25	8.33631473220392	0	9.94544290085356E-08	0.0397009737500875	0.00706923589695573	0.0166742725881252	0.0833925244962976	0.0106962958095745	8.62415432120182	9.64732838807525	6.40936378959225	8.74035414902423	7.05942122186495	8.25282817063639	8.7545403156842	8.67495015995178	7.86932231198986	8.21775898520085	0.604239377369443	2.07316768320924E-05	0.000124233291562688	0.000437847633213571	7.46558108621344	6.66272916272916	1.92215196714224	5.18730753354136E-05	3.61497636959499E-05	9.28428057868906	8.60636176327931	8.90285697014742	2.41922282641503	0	4.74663111128673	0	4.84371541303579	0	3.04448848493133	3.7702847761571	5.92581453634085
2CXO J084106.7+031206	J08:41:06.7	03:12:06	6.43505107792948	6.19893362152049	4.05624999999998	4.9875	4.08125	10	0	0.9807175982251	6.25	0.418403270276231	0	1.09386962047582E-05	0.185822501377499	0.0727609581333952	0.186020408155131	0.244149357607919	0.121446019080698	0.538111924504736	0.596275870818428	3.96618359459493	7.82634137986812	4.52463022508038	6.59582870541775	6.96966358905976	6.62432194353007	5.75795966686743	5.84425651867512	0.483438084522385	2.07316768320924E-05	0.000124233291562688	0.000437847633213571	8.33341245727307	8.52627102627103	2.40103491137052	5.18730753354136E-05	3.61497636959499E-05	7.00695197445191	6.42304342858975	6.6793147804279	2.53265839302349	3.51334063009391	4.06073851992349	2.79791093794287	4.32786891742176	3.53560632612846	3.53926057541174	5.01199722169603	6.5874686716792
2CXO J234820.8+010024	J23:48:20.8	01:00:24	1.7538380722849	2.55685717999054	3.93749999999997	5.65625000000001	3.35000000000002	10	0	1.54842839160291	6.25	7.31031717482712	0	7.62686388653717E-09	0.0216780031899636	0.00716994640303071	0.0151373634166747	0.0340186070966507	0.0141589559918883	0.538111924504736	0.596275870818428	7.76275461271931	9.13632168377784	7.80836012861737	8.78522357974413	9.26180916904614	3.38935509295749	4.06488192901202	7.69955367629786	0.535431462622817	2.07316768320924E-05	0.000124233291562688	0.000437847633213571	7.46558108621344	6.66272916272916	1.92215196714224	5.18730753354136E-05	3.61497636959499E-05	9.42127954073646	9.30355618177956	8.98880692056427	3.78962811547338	0	0	0	0	0	3.04448848493133	3.7702847761571	5.16040100250627
2CXO J122546.7+095519	J12:25:46.7	09:55:19	9.00469168020888	7.84291291628529	2.50624999999999	5.2375	2.36250000000001	10	0	1.09625925518424	6.25	5.42853460457197	0	1.77922451584322E-06	0.0869663305253786	0.0635858351297513	0.0670110206981416	0.0836361249316204	0.00288453443827466	7.62858654546716	8.27884450886052	5.38324035114211	8.22631201923665	5.25383555351401	7.02978908458361	7.34248402011798	6.95627984607538	6.29441940642589	6.28376791167489	0.519217125206934	2.07316768320924E-05	0.000124233291562688	0.0117400777231923	8.63938473224459	8.6996786996787	2.47331658019888	0.000355177878240567	0.000817391848896853	7.98957012810836	7.40263591978097	4.78475704703958	2.04603094112176	0	0	0	0	0	3.91854028565571	5.11755172486372	6.01052631578947
2CXO J213654.1+002029	J21:36:54.1	00:20:29	2.99387319592069	1.53212210460758	4.88125	5.15	4.74375	10	0	2.32248971626559	6.25	1.84986633529079	0	2.48669274796012E-08	0.0126439170477956	0.00420698582742437	0.016201754768392	0.0164991682887785	0.0139650470216787	8.63570759462929	9.31929976990902	7.059980655351	8.98051324014957	7.58971061093248	8.62273232136246	8.83089588798864	8.67518197412954	7.63878792913664	7.53370918487198	0.533675655919218	2.07316768320924E-05	0.000124233291562688	0.00176984717232133	7.46558108621344	6.66272916272916	1.92215196714224	5.18730753354136E-05	3.61497636959499E-05	7.98957012810836	7.40263591978097	4.78475704703958	2.04603094112176	0	0	0	0	0	3.04448848493133	3.7702847761571	6.48270676691729
