name,significance,var_flag,ra,dec,missing,class,prob,var_inter_prob_b,var_intra_prob_b,kp_intra_prob_b
2CXO J114445.3-015938,6.001114517976806,1,176.1888055104906,-1.9939805806073896,0.3728813559322034,AGN,0.9999797389163434,,1.8457942222360368,0.29025734979517753
2CXO J114514.0-010757,3.285714285714032,1,176.30845108985702,-1.1327616851597238,0.4576271186440678,AGN,0.9999546505970002,,1.5119829781470455,6.397804862688288
2CXO J114646.6-010554,3.352941176470557,1,176.69424600327716,-1.0984538274127886,0.4067796610169492,AGN,0.999951300668474,,2.183205871223944,9.349460597924963
2CXO J114831.9+223512,4.2162162162163215,1,177.13296254473565,22.586815404648906,0.4576271186440678,AGN,0.999950884571248,,2.566845386244752,9.705105627216794
2CXO J114954.9+223022,8.331278797182545,1,177.47896704876175,22.506302189828855,0.3389830508474576,AGN,0.9999697224377994,,9.237120376780627,9.563784949838093
2CXO J115012.4+223219,5.142857142856816,1,177.5518750266193,22.53874980354273,0.423728813559322,AGN,0.9999773496698962,,1.0398128190315674,0.5825268737991555
2CXO J120113.1+020552,3.757575757575761,1,180.30461140299803,2.0978838113746843,0.4406779661016949,AGN,0.9999603565963334,,3.4678420879643763,8.055835724213258
2CXO J120155.8+011334,2.7222222222222103,1,180.48261206644463,1.226306501722645,0.3220338983050847,AGN,0.9999783223361972,,9.808536255898948,9.308856221869053
2CXO J120426.6+015534,6.97049247209478,1,181.1111442097573,1.9263824260501727,0.288135593220339,AGN,0.9999660537136076,,9.053108311860283,3.6513775256505734
2CXO J120502.5+020433,3.894736842105305,1,181.26082569463188,2.0759551373653915,0.4406779661016949,AGN,0.9999119593657392,,2.220308785784455,7.0719911716622805
2CXO J121014.9+501326,3.46341463414639,1,182.56221331841985,50.22398029950379,0.4067796610169492,AGN,0.999931884748876,,1.268511550179772,9.069035598884042
2CXO J121128.5+510216,4.6111111111114,1,182.86916213069682,51.03792153902332,0.4067796610169492,AGN,0.9999651246600924,,1.2552806636522795,2.570396544931865
2CXO J121420.1+293804,2.378378378378413,1,183.58397085593924,29.63447230924921,0.4406779661016949,AGN,0.9999549625007644,,9.659081608153206,9.969911826633043
2CXO J122006.7+285836,4.722222222222358,1,185.02822979697044,28.976834477886854,0.4576271186440678,AGN,0.9999636982513268,,0.2843162262988699,1.9688123052451807
2CXO J122108.6+294952,5.670051413593988,1,185.28603192790183,29.83122738024747,0.4067796610169492,AGN,0.9999663114652276,,5.266112646379448,9.957999223398877
2CXO J122207.1+295139,7.087104496475973,1,185.52987259962413,29.86095748978324,0.3220338983050847,AGN,0.9999841853152618,,0.9760034141558116,2.5178543914714533
2CXO J122213.8+301336,3.0285714285715484,1,185.5575118356667,30.2269018525738,0.4576271186440678,AGN,0.9999203674232324,,2.2652593011590763,0.6219958018213865
2CXO J122308.3+295535,3.3529411764708685,1,185.7848766015073,29.926452976181256,0.423728813559322,AGN,0.9999827436568594,,7.1536794644473085,9.225212592360688
2CXO J122637.8+332613,3.1999999999999362,1,186.65762841700047,33.43719092100987,0.3050847457627119,AGN,0.9999887541209554,,9.643569365053985,9.7580528787732
2CXO J122827.1+003748,3.692307692307708,1,187.11323235105988,0.6300467913335732,0.4406779661016949,AGN,0.9999519717230706,,4.703289386459022,9.764807675927463
2CXO J122832.2+032530,12.417583748603349,1,187.13452486838867,3.4250863130568674,0.3898305084745763,AGN,0.9999781167419259,,1.355247358842557,8.636861272824332
2CXO J122840.1+033300,6.68678877940044,1,187.16748076963268,3.5502581760609653,0.3898305084745763,AGN,0.9999766611106884,,3.4892452908286966,5.904205164004361
2CXO J122842.7+032640,9.751706340457533,1,187.17831000585517,3.444668513591169,0.3559322033898305,AGN,0.9999750257376044,,1.1396944250712304,8.706360403268713
2CXO J122857.5+005619,3.1666666666666745,1,187.23963225646526,0.9387979530800148,0.3898305084745763,AGN,0.9999690869351094,,8.806351453649727,9.422059333506313
2CXO J122923.5+474509,5.0857142857141335,1,187.34814655864898,47.7526285052549,0.4067796610169492,AGN,0.9999424307610384,,8.99459867912094,9.950408186301091
2CXO J122930.3+032702,8.471208645665238,1,187.37662692544984,3.4506919914785814,0.423728813559322,AGN,0.9999767944746052,,1.1949548842351698,1.8816562860394201
2CXO J122933.9+032257,2.8372093023255407,1,187.3916027277401,3.3825402422504767,0.4406779661016949,AGN,0.9999543974437791,,0.8396544060696873,3.251583395664987
2CXO J123020.2+111312,3.411764705882399,1,187.58455540548943,11.220063657181212,0.423728813559322,AGN,0.9999193450293332,,3.750491023664362,7.346114909614773
2CXO J123139.9+015810,4.857142857142733,1,187.91647426851966,1.969605415274528,0.4067796610169492,AGN,0.999932839368958,,0.7696645933335042,7.78528338438625
2CXO J123403.7+620004,2.666666666666666,1,188.51574266221385,62.00126042494996,0.3728813559322034,AGN,0.9999302241405844,,6.354885409364664,6.1050805612418095
2CXO J123433.4+093911,3.6969696969696804,1,188.63931886315254,9.653150304988095,0.423728813559322,AGN,0.9999372140742356,,9.708039741989024,9.883225692192584
2CXO J123850.5+143832,4.062499999999703,1,189.71078054745809,14.642294641497926,0.3898305084745763,AGN,0.9999272655002812,,8.879186160837234,9.5250656983619
2CXO J123943.6+100857,7.332181822239393,1,189.9317161400313,10.149353037344197,0.3898305084745763,AGN,0.999964619976516,,8.97372600418551,7.173735323757683
2CXO J123948.2+123234,10.60623218277896,1,189.9508625279475,12.542837082681244,0.2711864406779661,AGN,0.9999854479669548,,0.6169943730866017,2.890653390564492
2CXO J124022.6+124214,2.5405405405405665,1,190.0943032531302,12.704081906294162,0.423728813559322,AGN,0.9999571064739704,,6.651695691347673,7.765151625719165
2CXO J124525.4+032319,26.205480714570555,1,191.3559106541064,3.3887828013429018,0.23728813559322035,AGN,0.9999158061128828,,9.999937725554156,9.999999819418088
2CXO J124853.5+033001,2.944444444444432,1,192.2230697404029,3.5005118455137016,0.4576271186440678,AGN,0.9999652162588296,,6.882048761041014,8.335342481208647
2CXO J125711.9+282108,5.235294117647143,1,194.29963051957645,28.352313309263355,0.4406779661016949,AGN,0.9999272053292664,,0.6086254445756354,3.050562260001362
2CXO J130131.2+274623,5.51515151515158,1,195.3803873597342,27.77322459079053,0.3050847457627119,AGN,0.9999532955592908,,6.972807127403589,9.746103625092816
2CXO J132012.7+331528,4.540540540540764,1,200.0530716383216,33.25799127066966,0.3389830508474576,AGN,0.9999565079352181,,9.674388793674304,9.910054924098377
2CXO J132442.2+292630,5.352941176470624,1,201.17593879964443,29.44174397360507,0.4406779661016949,AGN,0.9999475966034308,,2.4313934112693967,7.941757631145704
2CXO J132611.2+285602,8.249635973947061,1,201.5470542507154,28.93415977266807,0.423728813559322,AGN,0.9999703100269846,,1.6658473684732489,7.818590972257732
2CXO J132648.7+290955,8.444793041203091,1,201.70309205230458,29.165450200995327,0.288135593220339,AGN,0.9999867655174992,,0.9854478696061264,5.075648310174253
2CXO J132742.2-271807,4.062499999999807,1,201.92599469768632,-27.30202274696225,0.423728813559322,AGN,0.9999269854698016,,8.304027186336423,5.988984522325808
2CXO J133057.5-004206,4.432432432432528,1,202.73984937980202,-0.7017752406267455,0.4406779661016949,AGN,0.9999761737831904,,4.908325489361593,4.581172819960515
2CXO J133517.6+380247,6.031450700448465,1,203.82346163990292,38.04650995082845,0.3220338983050847,AGN,0.9999747174134556,,2.180801652855229,5.704318577782392
2CXO J133907.9+292135,6.226829292108609,1,204.7832046669949,29.359763412224158,0.4406779661016949,AGN,0.9999441736847344,,9.676355694317033,9.994164262634733
2CXO J134935.5+280232,5.411764705882776,1,207.3979991271705,28.042346541771522,0.423728813559322,AGN,0.9999544290436848,,1.1931419716165979,4.505465598860912
2CXO J140458.0+532915,8.840374941208982,1,211.2419337700412,53.48763305615094,0.4067796610169492,AGN,0.9999474211382138,,1.0076091235241424,9.245132176260498
2CXO J142008.5+470729,4.823529411765033,1,215.03573444056062,47.12498084009323,0.3389830508474576,AGN,0.9999235207716572,,8.34071911541273,9.31272349064969
2CXO J142539.1+230427,4.4999999999999245,1,216.4132231541089,23.074243767755352,0.4067796610169492,AGN,0.9999028327481079,,3.516330326582146,8.563532364558744
2CXO J142801.5+374534,2.432432432432419,1,217.00651288313225,37.7596139050413,0.4406779661016949,AGN,0.9999080053544068,,9.626749540713265,9.986190005533055
2CXO J143159.4+322502,2.228571428571463,1,217.99781789677115,32.41746631142388,0.2711864406779661,AGN,0.9999793231230996,,4.655091209527287,7.660989778141698
2CXO J143353.0+354928,4.571428571428652,1,218.47107706662555,35.824692448192145,0.22033898305084745,AGN,0.9999719103592304,,7.971811464986137,7.838679534889611
2CXO J143642.1+353928,7.428773099165543,1,219.17560382647,35.657841406814946,0.23728813559322035,AGN,0.9999855042704286,,1.6997362270556675,7.295041209946934
2CXO J143733.7+351525,3.515151515151512,1,219.3907993414261,35.25711739445082,0.23728813559322035,AGN,0.9999903152138272,,2.4248308673638306,5.491588185421849
2CXO J143851.8+340303,6.576506162560557,1,219.7158713252896,34.05092300410153,0.3389830508474576,AGN,0.9999590204526376,,0.4546996473872516,0.08850512917346512
2CXO J144644.2+100301,6.12071798163969,1,221.6843930483144,10.050402688649683,0.4576271186440678,AGN,0.9999278008251924,,0.8373403064023696,5.512394401450503
2CXO J150034.3+224011,3.757575757575783,1,225.14310307272686,22.669870463755327,0.423728813559322,AGN,0.9999822381412284,,2.771061793046353,7.866591784847226
2CXO J150039.1+225722,5.70988585276709,1,225.1631251165985,22.95613141900682,0.423728813559322,AGN,0.9999725545455098,,9.388265795166996,9.900108073215504
2CXO J150147.8+230049,3.6923076923077263,1,225.44936749087464,23.01387241233952,0.4576271186440678,AGN,0.999969215977344,,9.684643114328779,6.681480628131558
2CXO J150151.7+225425,6.094986686413278,1,225.4655103104276,22.907118300477162,0.423728813559322,AGN,0.9999393146930404,,6.000061932929753,9.777475265022725
2CXO J150601.9+554814,3.085714285714192,1,226.50823789633102,55.804000309429334,0.423728813559322,AGN,0.9999396755097112,,3.0026034474777425,5.465121764547835
2CXO J150612.1+020457,2.4444444444444646,1,226.5504380862069,2.08251163642626,0.423728813559322,AGN,0.999902437527564,,9.785606781457883,9.852014329810782
2CXO J150621.2+554906,7.9484162025213525,1,226.5886650720538,55.81855305231184,0.2711864406779661,AGN,0.9999902700880802,,0.8332382066597375,2.05569224884954
2CXO J150934.6+571006,7.103711935822372,1,227.39422538551293,57.168410430205384,0.4067796610169492,AGN,0.9999341077365808,,3.9899628738308257,7.716503990193874
2CXO J151211.9+571115,4.210526315789641,1,228.04990251964603,57.187531607582024,0.3559322033898305,AGN,0.9999929835563386,,2.8886946037408205,4.1865603628808055
2CXO J151317.0+071143,2.8571428571428075,1,228.3212006228181,7.195436202567537,0.3559322033898305,AGN,0.9999614999067614,,9.408493739773172,9.909236588035784
2CXO J152129.4+520438,4.777777777777779,1,230.3727717051632,52.07734817647485,0.423728813559322,AGN,0.9999858337017002,,2.6366871211777547,3.2955219081452523
2CXO J152147.0+524554,8.271906397124829,1,230.44585660073403,52.76515938950892,0.3389830508474576,AGN,0.9999156200452968,,9.35163265262682,9.492498006768137
2CXO J152240.8+515849,4.0624999999999885,1,230.67038780531925,51.980439430686474,0.4406779661016949,AGN,0.9999317658323941,,6.705753888784742,8.227117523357421
2CXO J152338.0+295825,6.708196179030495,1,230.90847787581959,29.97376361218598,0.4067796610169492,AGN,0.9999295351896564,,6.983907747977537,6.160610838715353
2CXO J152355.9+295711,8.609734709336704,1,230.9831531931312,29.95327427088691,0.3050847457627119,AGN,0.999990239201356,,3.3238544101330505,1.5557077207900465
2CXO J152503.9+542645,5.967140551751468,1,231.2665752328851,54.44583858585568,0.3220338983050847,AGN,0.999979997566956,,9.622083225627078,3.644970024205522
2CXO J153051.2+240619,4.500000000000132,1,232.7136907231993,24.105322946996694,0.5084745762711864,AGN,0.9999361777470916,,,
2CXO J153912.3+304054,8.682413355652058,1,234.8013593697556,30.681692784561683,0.3559322033898305,AGN,0.9999374979553276,,3.4858451735946203,9.844375819806237
2CXO J153945.2+304557,2.3157894736842346,1,234.93837796268397,30.765984726541337,0.3728813559322034,AGN,0.999983112790876,,6.488671741379397,3.518839232038413
2CXO J160221.3+430802,5.686762299046153,1,240.5890069439049,43.13393207459322,0.5084745762711864,AGN,0.9999061371171512,,1.264162127803934,4.755227427116387
2CXO J161112.6+550823,4.3157894736840765,1,242.802905552216,55.139782084077126,0.3728813559322034,AGN,0.9999600620114812,,9.167612260867378,6.958268148754428
2CXO J162036.4+381358,6.481211607073496,1,245.15185439232638,38.23278613606925,0.4067796610169492,AGN,0.9999146865570656,,5.799599744826013,9.685675926156566
2CXO J162946.6+232026,5.896055096320207,1,247.44445160792168,23.340754803034464,0.3050847457627119,AGN,0.9999236497059348,,9.76826799790527,9.94169584281796
